,id,winning_team,blue_wards_placed,blue_wards_killed,blue_champions_killed,blue_elites_killed,blue_plates_destroyed,blue_turrets_destroyed,blue_total_gold,blue_average_level,blue_jungle_monsters_killed,blue_minions_killed,red_wards_placed,red_wards_killed,red_champions_killed,red_elites_killed,red_plates_destroyed,red_turrets_destroyed,red_total_gold,red_average_level,red_jungle_monsters_killed,red_minions_killed
0,NA1_4504741112,100,16,2,6,0,1,0,16780,7.0,68,214,12,4,3,2,1,0,15773,7.6,56,221
1,NA1_4504709885,100,16,2,14,2,3,0,19657,7.2,60,185,14,3,7,0,2,0,17633,6.8,56,183
2,NA1_4504683761,100,16,1,11,2,5,0,18663,7.2,64,202,10,4,7,0,2,0,17070,6.8,52,209
3,NA1_4504655843,200,12,9,12,1,3,0,19803,6.8,44,192,31,1,18,0,3,0,22270,7.2,51,203
4,NA1_4504627176,100,19,7,12,1,2,0,20335,7.0,59,256,19,5,8,1,2,0,19110,6.8,57,225
5,NA1_4504592533,100,11,2,6,1,3,0,16478,6.8,67,192,85,1,10,1,3,0,20058,7.2,67,214
6,NA1_4504560380,200,15,1,7,1,1,0,16606,6.6,46,191,13,3,8,1,3,0,18311,7.4,66,222
7,NA1_4504539785,100,20,4,9,0,3,0,17608,6.4,44,196,18,9,12,1,3,0,19866,6.8,50,200
8,NA1_4504503530,100,13,3,10,0,5,0,19812,7.0,59,210,11,2,7,1,1,0,17167,6.8,56,207
9,NA1_4485645219,100,39,2,1,0,0,0,14030,6.8,56,211,36,7,5,1,3,0,16398,7.4,48,255
10,NA1_4485611474,100,48,3,8,1,1,0,17051,7.2,64,195,40,1,3,0,4,0,15960,6.8,60,227
11,NA1_4485554626,100,10,4,4,0,1,0,16434,7.2,48,252,16,1,4,0,0,0,16837,7.4,72,263
12,NA1_4485510802,100,10,1,5,0,0,0,15516,6.6,60,174,12,3,10,0,7,0,18903,7.0,40,224
13,NA1_4481483833,200,15,1,8,0,1,0,17493,6.8,38,181,11,2,8,1,3,0,18257,6.6,45,203
14,NA1_4481151981,100,47,2,4,0,0,0,15471,6.4,62,187,14,2,6,0,4,0,16592,6.6,44,227
15,NA1_4479064602,200,13,4,9,1,3,0,18623,7.0,51,204,15,3,11,1,2,0,18806,7.0,44,202
16,NA1_4479009080,200,14,1,1,0,4,0,14395,6.8,56,185,13,1,6,1,2,0,16262,6.8,60,207
17,NA1_4479022371,100,17,2,9,0,3,0,18142,7.0,44,212,11,2,7,2,2,0,17025,7.0,68,204
18,NA1_4490537704,100,11,2,5,1,1,0,15373,6.4,52,215,10,1,4,1,0,0,16110,6.8,72,205
19,NA1_4490528098,200,12,3,6,1,0,0,15354,6.4,56,160,14,2,9,1,6,1,19786,7.2,59,212
20,NA1_4490513797,100,17,1,7,1,5,1,18631,6.8,41,243,12,1,1,1,1,0,14958,6.6,77,222
21,NA1_4490487696,100,12,0,9,1,3,0,18678,7.2,60,189,14,2,9,0,5,0,18737,7.0,56,214
22,NA1_4490469695,100,13,3,5,2,1,0,16791,6.8,56,211,19,4,4,0,3,0,16802,6.6,60,228
23,NA1_4489544926,200,101,2,7,0,0,0,17082,6.8,69,203,18,1,7,0,2,0,17866,6.8,56,217
24,NA1_4489528068,100,24,3,10,0,2,0,17905,7.2,70,235,17,3,5,1,2,0,15678,6.6,52,204
25,NA1_4489504691,100,37,3,14,1,1,0,19136,7.2,40,175,265,2,7,0,3,0,17090,6.6,48,217
26,NA1_4489402080,200,18,2,8,0,0,0,17124,7.0,49,209,11,3,8,0,0,0,18364,7.0,63,236
27,NA1_4478913315,200,12,0,7,1,2,0,17335,7.0,54,220,13,1,5,0,0,0,16614,7.4,72,222
28,NA1_4478879316,100,15,2,5,0,4,0,16536,6.6,61,194,18,3,5,0,2,0,16120,6.8,36,223
29,NA1_4478856441,100,16,0,9,0,6,0,18683,6.8,46,189,15,1,11,1,4,0,19351,7.0,64,194
30,NA1_4478852985,200,17,1,7,1,4,0,17901,6.8,44,210,14,1,4,1,1,0,15652,6.6,52,207
31,NA1_4478869808,100,14,5,7,0,2,0,17097,6.8,63,177,16,1,7,0,3,0,17718,7.0,64,217
32,NA1_4478816480,200,15,3,6,1,2,0,17579,7.0,71,219,14,5,3,0,1,0,14781,6.6,36,227
33,NA1_4478804647,200,10,4,3,0,1,0,14648,6.8,52,211,15,1,11,2,6,1,19685,7.6,80,236
34,NA1_4478812399,200,16,5,8,1,1,0,16501,6.8,48,186,85,5,7,1,3,0,16454,6.8,48,206
35,NA1_4478709529,200,8,4,7,0,6,1,18943,7.2,52,248,105,2,10,2,1,0,18007,7.0,52,209
36,NA1_4482094090,100,14,5,4,1,4,0,16331,6.8,64,207,18,5,3,1,2,0,15890,6.6,48,221
37,NA1_4482059301,200,13,2,18,0,1,0,21401,7.2,35,201,11,0,9,1,1,0,18528,7.0,48,196
38,NA1_4482031928,100,12,2,9,0,4,0,18275,7.2,68,214,17,1,4,1,0,0,14884,6.8,54,202
39,NA1_4482001298,100,17,0,13,2,3,0,20053,7.2,60,247,16,1,5,0,2,0,14773,6.6,40,181
40,NA1_4481976494,200,15,0,4,0,1,0,15875,7.2,51,214,10,5,6,0,1,0,17156,7.6,68,229
41,NA1_4481958604,200,16,1,3,0,1,0,15068,6.4,52,209,14,2,4,1,0,0,14766,6.8,52,213
42,NA1_4481948668,200,13,1,7,0,1,0,16833,6.8,68,176,15,2,12,0,6,0,20357,7.2,40,228
43,NA1_4481934548,100,14,3,8,1,3,0,17923,7.0,60,242,15,3,5,1,0,0,14627,6.6,40,163
44,NA1_4481919139,100,11,2,12,1,3,0,19737,6.6,60,177,68,2,13,0,2,0,20134,6.6,60,166
45,NA1_4467709946,200,20,2,4,0,0,0,14330,6.2,80,138,11,0,13,2,7,2,20612,7.0,40,278
46,NA1_4467633086,200,12,5,3,0,3,0,15994,7.2,48,239,55,2,8,0,3,0,18094,7.2,64,214
47,NA1_4467549683,200,52,3,8,0,1,0,17780,7.2,68,203,27,1,10,0,0,0,18157,7.4,52,242
48,NA1_4467564780,100,14,8,2,0,0,0,14797,6.8,54,215,80,5,9,1,3,0,18988,7.2,60,205
49,NA1_4467571227,200,15,4,8,0,3,0,16515,6.4,36,164,58,0,12,1,4,0,19835,6.8,63,214
50,NA1_4467497982,200,10,1,8,2,2,0,17045,6.8,56,162,57,1,7,0,2,0,17278,7.0,48,212
51,NA1_4467493907,200,72,5,5,0,2,0,16266,7.0,48,234,24,2,5,0,2,0,16518,7.0,56,228
52,NA1_4467501547,200,15,2,3,0,2,0,16611,7.2,60,260,53,4,6,2,2,0,17551,7.4,64,225
53,NA1_4467439272,100,25,1,6,0,1,0,16486,6.4,39,198,12,1,8,1,3,0,17591,6.8,52,209
54,NA1_4504316495,100,14,2,9,1,2,0,17874,7.2,44,231,18,4,9,1,4,0,19790,7.4,51,231
55,NA1_4495339623,200,15,2,7,1,4,0,17628,6.6,40,207,10,3,10,0,2,0,17587,7.0,52,219
56,NA1_4495321925,200,23,19,9,0,1,0,17564,7.2,48,188,43,3,8,0,0,0,17375,7.0,79,211
57,NA1_4495271019,200,17,0,11,1,1,0,18086,6.6,48,191,124,4,8,0,2,0,17716,6.8,63,209
58,NA1_4493030755,100,11,1,13,2,10,1,21404,7.4,69,234,15,1,3,0,4,0,16291,7.0,52,205
59,NA1_4493008264,200,19,2,4,0,0,0,14940,6.8,60,205,13,3,6,1,1,0,17179,7.0,76,221
60,NA1_4492980037,200,20,3,4,0,3,0,16304,6.8,47,238,12,0,6,1,2,0,18051,7.2,76,201
61,NA1_4492955116,100,13,3,7,0,1,0,16633,7.2,56,230,15,2,2,1,1,0,14688,7.0,67,196
62,NA1_4492930321,100,23,3,11,0,0,0,17726,7.0,32,204,15,0,3,0,1,0,15141,6.8,60,226
63,NA1_4504960888,100,16,1,16,0,12,1,24473,7.6,64,229,10,0,5,0,0,0,14288,5.4,56,118
64,NA1_4504386406,100,19,2,13,0,2,0,18603,6.6,46,213,16,4,6,0,2,0,16244,6.6,36,176
65,NA1_4504372300,200,12,3,8,1,1,0,17489,6.8,64,182,18,2,4,1,1,0,16634,6.8,60,189
66,NA1_4493884952,100,14,2,5,1,4,0,17450,7.4,75,258,12,3,4,0,0,0,15433,7.0,36,234
67,NA1_4493290996,100,20,1,4,1,6,0,16703,7.0,58,236,16,1,4,0,1,0,15812,6.8,63,202
68,NA1_4484652516,100,15,4,8,1,0,0,16868,6.6,40,171,28,3,8,0,3,0,17586,7.0,60,208
69,NA1_4481722601,100,22,2,2,1,0,0,15370,7.0,68,237,16,3,1,0,1,0,14853,6.8,57,227
70,NA1_4480334940,100,13,1,8,0,4,0,17980,7.0,57,234,12,0,5,0,4,0,17330,7.0,62,235
71,NA1_4479455734,100,19,1,8,0,1,0,17928,6.8,71,196,50,5,9,0,2,0,17562,6.4,44,188
72,NA1_4489998987,100,16,6,9,2,4,0,18310,7.4,64,210,36,2,5,0,2,0,15774,6.8,52,195
73,NA1_4489954389,100,15,2,9,1,3,0,18845,7.2,62,219,9,5,7,0,1,0,18061,6.8,48,213
74,NA1_4489937860,200,12,1,1,0,0,0,12931,6.0,36,191,16,2,10,1,4,0,19799,7.2,76,222
75,NA1_4488818326,200,13,4,4,1,1,0,16009,7.0,56,210,16,3,9,0,3,0,18392,7.0,60,230
76,NA1_4488785465,100,20,4,11,0,5,0,19600,7.0,52,229,18,4,6,0,4,0,17342,7.2,56,209
77,NA1_4488766479,100,89,2,7,1,3,0,18193,7.0,60,216,9,8,1,0,2,0,15193,6.8,60,242
78,NA1_4488743237,100,43,0,6,0,1,0,14897,6.8,39,176,12,1,5,0,1,0,15593,6.6,60,197
79,NA1_4488194040,200,14,3,4,0,1,0,16473,7.2,58,248,10,3,5,1,1,0,17451,7.4,77,236
80,NA1_4488147632,100,17,5,8,0,2,0,17519,6.6,45,199,14,3,7,1,1,0,16637,6.6,58,155
81,NA1_4464518488,100,50,2,7,1,1,0,17337,7.2,56,213,16,0,2,0,2,0,15767,7.0,72,238
82,NA1_4463900722,200,11,8,9,1,3,0,18344,7.2,52,230,18,2,5,0,3,0,16974,6.8,68,229
83,NA1_4460820824,100,13,3,2,0,2,0,15462,6.8,76,212,17,0,4,1,2,0,16205,7.0,67,211
84,NA1_4460807836,200,15,4,4,0,2,0,15257,6.6,52,186,14,2,12,2,5,1,20592,7.2,60,220
85,NA1_4460767072,100,18,1,7,1,5,1,18637,7.0,63,185,30,3,4,1,1,0,15529,7.0,53,212
86,NA1_4451480708,100,15,2,8,0,2,0,17096,6.8,52,215,16,1,6,0,1,0,16385,6.8,56,213
87,NA1_4444117807,200,10,1,4,0,0,0,15248,6.4,40,203,12,2,7,1,1,0,17673,7.2,68,206
88,NA1_4440992478,200,13,1,3,0,3,0,15074,6.8,61,232,14,2,3,1,0,0,15963,6.8,56,226
89,NA1_4440965977,100,69,11,11,1,1,0,19657,7.2,56,222,38,6,10,0,4,0,18712,7.6,60,225
90,NA1_4483634960,200,15,2,8,1,1,0,17926,7.0,72,227,64,1,10,1,2,0,18614,7.0,45,194
91,NA1_4483570710,200,18,1,10,0,2,0,17617,7.0,44,189,12,4,6,1,2,0,17627,6.8,70,211
92,NA1_4483546939,100,20,2,7,0,1,0,17253,7.0,57,218,15,2,4,0,1,0,15276,6.8,65,187
93,NA1_4479464913,200,14,1,4,0,1,0,15544,6.6,48,216,10,5,5,0,2,0,16502,6.6,68,232
94,NA1_4479461429,100,11,1,8,1,2,0,18109,7.2,52,248,14,2,4,0,0,0,15758,7.2,62,217
95,NA1_4479387786,100,15,3,14,1,3,0,21730,7.2,53,207,9,2,14,0,0,0,20443,6.8,47,213
96,NA1_4479414462,100,12,2,7,0,3,0,16933,7.0,53,201,187,1,11,0,3,0,18047,7.0,44,172
97,NA1_4475646549,100,14,5,4,0,3,0,15982,7.0,51,221,28,2,5,1,0,0,16338,7.2,61,203
98,NA1_4475631332,100,14,2,7,1,1,0,18567,7.2,81,243,10,1,2,1,1,0,14664,7.0,66,216
99,NA1_4497101483,200,15,14,3,0,0,0,14460,6.2,54,180,45,6,15,0,6,0,20630,7.4,60,228
100,NA1_4497056043,200,10,2,10,0,2,0,17869,7.0,44,188,19,3,10,0,3,0,18476,7.0,44,206
101,NA1_4495784050,100,17,3,11,1,7,1,20617,7.0,60,241,14,2,4,0,1,0,14763,6.6,32,197
102,NA1_4490818581,100,30,2,12,1,2,0,19625,7.4,52,244,10,1,2,0,0,0,14850,6.6,60,203
103,NA1_4477355708,100,18,3,4,0,0,0,15972,6.8,46,195,21,3,7,0,2,0,17687,7.2,56,206
104,NA1_4454723323,200,17,2,9,0,4,0,18490,7.0,52,210,12,5,10,1,1,0,18094,6.6,49,197
105,NA1_4454741045,200,11,2,13,0,3,0,19602,7.2,52,228,16,0,8,0,3,0,17179,6.8,52,167
106,NA1_4454649069,100,88,0,14,1,3,0,19794,7.0,54,175,16,2,8,1,1,0,16903,6.4,44,166
107,NA1_4429304036,200,12,1,4,0,6,0,15477,6.6,59,195,15,2,12,1,0,1,20483,7.2,61,216
108,NA1_4493011535,200,23,1,8,0,1,0,17286,6.8,33,206,18,1,8,1,5,0,18505,7.4,70,232
109,NA1_4487121542,200,16,0,13,0,2,0,19460,7.0,51,198,16,3,13,1,2,0,19677,6.8,52,195
110,NA1_4487098566,200,15,3,5,0,2,0,15972,6.8,58,175,14,2,12,2,5,0,20150,7.4,52,233
111,NA1_4487067086,100,12,2,5,0,1,0,15002,6.4,41,187,15,3,8,1,4,0,17652,6.8,45,217
112,NA1_4475589464,200,87,5,1,0,0,0,14209,6.8,69,193,48,4,6,2,2,0,16785,6.8,57,208
113,NA1_4475556429,100,17,2,4,1,1,0,14818,6.8,42,215,95,2,7,1,3,0,18072,7.4,68,223
114,NA1_4458126404,200,15,0,9,0,3,0,17610,7.0,54,198,88,3,14,0,6,1,22186,7.2,43,231
115,NA1_4458109829,100,48,1,6,1,2,0,17135,7.0,52,214,16,12,10,0,3,0,17198,7.0,57,168
116,NA1_4456649704,200,10,0,3,0,0,0,13547,6.4,32,171,14,0,10,0,11,1,20823,7.0,50,231
117,NA1_4497893024,200,17,4,12,0,2,0,20411,7.2,56,213,12,2,12,1,3,0,19782,7.2,55,180
118,NA1_4497872049,200,12,1,10,0,2,0,18409,6.8,56,179,17,0,10,1,6,0,18324,6.2,60,160
119,NA1_4497847145,100,12,2,5,0,1,0,15854,6.8,56,192,19,2,8,1,1,0,18030,7.0,59,212
120,NA1_4497820591,100,40,3,6,0,2,0,17519,7.2,64,225,110,2,2,1,2,0,16074,7.2,75,236
121,NA1_4497801686,200,13,1,8,2,1,0,17048,6.8,56,158,18,1,12,0,4,0,20370,7.2,66,233
122,NA1_4497012866,200,17,1,9,0,0,0,18119,6.8,68,217,13,5,9,2,0,0,17996,7.4,56,229
123,NA1_4496545615,100,14,1,5,0,4,0,16372,6.8,81,178,18,1,10,0,4,0,17956,6.8,46,183
124,NA1_4486928286,200,12,2,2,0,0,0,14482,7.0,64,208,22,1,5,2,3,0,17302,7.2,56,252
125,NA1_4486914058,200,13,0,5,0,0,0,16216,6.8,55,198,13,4,12,1,6,0,19872,7.2,52,201
126,NA1_4495945871,100,16,2,9,1,3,0,17728,6.4,44,200,15,3,8,0,6,0,17420,7.0,48,223
127,NA1_4495929896,200,45,1,10,0,1,0,19048,7.4,52,217,11,6,11,1,3,0,18022,7.2,52,201
128,NA1_4495917972,100,15,5,1,0,4,0,16175,7.4,64,247,14,2,3,1,0,0,15263,7.0,68,223
129,NA1_4495904484,200,13,1,5,0,3,0,16325,6.6,76,169,17,1,9,1,5,0,19270,7.2,44,242
130,NA1_4477682800,100,14,3,2,0,0,0,15089,6.8,46,248,15,1,3,1,1,0,14714,6.8,64,186
131,NA1_4477564554,100,16,1,9,1,2,0,17447,6.8,62,187,15,2,11,1,4,0,19455,6.8,65,198
132,NA1_4477569820,100,35,5,10,2,0,0,18398,7.4,68,209,34,2,6,0,1,0,16425,7.0,56,205
133,NA1_4477414362,100,12,3,8,1,5,0,18941,7.2,64,240,15,2,4,1,1,0,16180,6.8,63,220
134,NA1_4475779765,100,16,2,15,0,5,1,21167,6.8,56,204,16,2,10,0,3,0,18594,6.8,35,190
135,NA1_4474477605,200,34,1,3,0,1,0,15123,6.4,44,199,15,5,11,1,8,1,21438,7.2,53,221
136,NA1_4474474509,100,12,2,5,0,2,0,17237,6.8,69,219,17,3,7,1,3,0,16684,6.8,42,206
137,NA1_4474461331,100,18,2,9,0,2,0,17524,6.8,41,187,18,4,13,0,2,0,19074,7.0,46,217
138,NA1_4474427212,100,22,7,9,1,4,0,19772,7.0,56,218,13,3,10,1,1,0,17230,7.0,52,206
139,NA1_4474442924,200,60,2,5,1,3,0,15617,6.6,48,174,18,5,9,0,5,0,18104,7.2,47,194
140,NA1_4474376863,200,14,1,5,0,2,0,16109,7.2,56,199,17,0,6,0,4,0,17473,7.0,52,234
141,NA1_4474364984,200,16,4,5,1,0,0,15186,6.8,61,185,17,4,8,0,2,0,18449,7.4,62,233
142,NA1_4474362553,100,55,3,10,0,4,0,18298,7.0,46,218,16,1,4,0,0,0,15061,6.8,56,169
143,NA1_4474328826,100,21,1,11,1,5,1,20244,6.8,48,223,9,1,7,0,1,0,17546,7.2,68,207
144,NA1_4487253098,200,10,1,2,0,4,0,15599,6.6,76,230,12,3,7,2,3,0,17549,7.0,54,216
145,NA1_4474835102,200,16,0,2,0,3,0,14806,6.4,53,224,11,6,7,1,3,0,17909,7.0,54,256
146,NA1_4474862013,200,12,0,3,0,1,0,13536,5.6,45,164,15,1,12,1,7,0,19792,7.0,61,225
147,NA1_4474776799,100,16,1,13,1,0,0,18419,7.0,54,218,10,3,6,0,2,0,16689,6.4,47,216
148,NA1_4474759628,100,14,1,10,2,3,0,18464,7.2,60,224,9,1,3,0,1,0,15765,7.2,64,206
149,NA1_4474752581,200,13,2,3,1,2,0,15383,6.8,64,211,17,3,3,0,3,0,16357,7.0,60,242
150,NA1_4474676666,200,14,0,4,0,1,0,15591,6.6,51,208,26,1,8,1,2,0,18788,7.6,56,238
151,NA1_4474616141,100,16,1,1,1,2,0,14652,7.0,56,242,17,3,7,1,2,0,17345,7.0,56,234
152,NA1_4474620012,100,91,4,9,1,3,0,19257,7.2,68,249,16,1,6,0,0,0,16849,7.0,68,202
153,NA1_4481014977,100,17,4,4,1,2,0,16094,7.2,68,232,14,3,3,1,2,0,16183,7.2,72,245
154,NA1_4479327103,100,9,4,3,0,1,0,16286,7.0,56,255,20,2,3,0,1,0,16535,7.0,72,238
155,NA1_4479322875,200,12,3,12,0,2,0,19389,7.0,56,200,16,1,9,1,3,0,17338,6.6,48,196
156,NA1_4477525326,100,13,2,12,0,2,0,19988,6.8,50,221,38,1,14,1,4,0,21496,7.0,77,226
157,NA1_4477516475,200,11,2,10,0,4,0,19528,7.0,43,235,52,1,9,0,1,0,17796,6.8,48,178
158,NA1_4469782820,200,14,1,8,0,2,0,16768,6.8,41,180,10,2,8,0,2,0,17752,6.8,58,208
159,NA1_4469696847,100,18,3,10,1,2,0,18296,6.8,52,209,12,1,15,0,4,0,21321,7.2,48,203
160,NA1_4469692053,100,20,1,14,1,5,0,20679,7.2,56,202,12,0,4,0,0,0,14912,6.6,44,193
161,NA1_4468929654,200,14,6,6,0,3,0,17252,6.6,54,212,17,2,0,1,3,0,14609,6.8,53,252
162,NA1_4503405893,100,11,3,10,1,5,0,19401,7.2,72,226,11,4,8,0,1,0,17140,6.8,51,206
163,NA1_4503376728,200,12,2,3,0,2,0,15579,7.2,72,209,18,1,5,2,3,0,16870,6.8,72,185
164,NA1_4503370958,100,20,2,6,0,2,0,16285,7.2,72,218,13,3,11,1,2,0,18408,6.8,54,181
165,NA1_4502544583,100,4,0,2,0,0,0,6415,3.0,12,55,2,0,0,0,0,0,5172,2.6,28,36
166,NA1_4502538305,200,15,3,3,2,3,0,15523,6.8,55,229,13,1,5,0,1,0,15859,6.6,43,172
167,NA1_4502535796,200,15,3,3,0,3,0,15156,6.6,48,196,18,3,6,1,4,0,17845,7.0,63,238
168,NA1_4501209559,200,20,1,9,0,3,0,18397,7.2,68,227,19,1,9,1,2,0,18320,7.2,60,222
169,NA1_4500485889,100,18,3,9,2,3,0,18864,7.2,52,238,60,1,1,0,1,0,14396,6.4,60,199
170,NA1_4500460006,200,14,1,7,0,2,0,16461,6.8,56,179,11,0,6,2,4,0,17782,7.2,68,229
171,NA1_4504045378,100,12,3,5,0,3,0,16934,6.8,60,226,22,2,6,1,2,0,16826,6.8,49,196
172,NA1_4504014452,200,18,4,4,0,0,0,14953,6.4,28,187,15,3,14,2,0,0,21278,7.0,68,219
173,NA1_4503876043,100,16,2,10,0,2,0,18436,6.8,56,208,14,2,5,2,3,0,16350,6.8,64,188
174,NA1_4503837098,100,13,6,10,0,2,0,18896,7.4,68,206,16,0,7,0,1,0,16762,7.2,60,194
175,NA1_4503814906,200,15,2,7,1,1,0,15939,6.0,44,166,20,2,9,1,7,2,19789,7.2,60,250
176,NA1_4503705357,100,11,5,5,1,1,0,16383,7.0,47,220,24,3,3,1,1,0,15505,7.0,68,225
177,NA1_4503689880,100,16,3,13,0,5,0,21874,7.4,76,202,12,3,10,1,1,0,18472,6.8,56,179
178,NA1_4503238519,200,17,4,6,2,2,0,17206,7.0,66,199,14,3,10,0,1,0,18950,7.4,68,228
179,NA1_4503212848,100,12,2,12,0,3,0,19849,7.4,50,216,13,2,4,0,2,0,16231,6.8,58,196
180,NA1_4464146287,100,15,1,7,0,1,0,16697,7.0,44,228,12,3,8,0,0,0,17623,6.8,60,230
181,NA1_4464086007,100,15,3,12,0,4,0,19829,7.4,64,196,18,1,13,0,1,0,18824,7.0,56,185
182,NA1_4462953310,100,12,7,3,1,4,0,16376,6.8,62,239,15,3,5,0,1,0,15478,6.8,60,198
183,NA1_4462647668,200,16,3,4,0,2,0,15672,6.8,54,201,25,4,9,1,1,0,18022,6.8,54,184
184,NA1_4462282721,100,18,3,11,0,1,0,18641,7.0,44,221,15,1,2,0,0,0,14520,6.4,54,205
185,NA1_4462270071,100,15,2,11,1,2,0,18318,7.2,61,193,13,1,9,0,3,0,16874,6.6,54,193
186,NA1_4455169918,100,18,1,7,1,0,0,18264,7.0,74,202,13,1,7,1,3,0,17495,7.2,76,223
187,NA1_4455045907,200,14,0,10,0,0,0,17896,7.0,48,230,16,1,5,1,1,0,16898,7.0,68,216
188,NA1_4454939699,200,108,0,8,0,0,0,16581,6.6,52,193,10,2,7,1,2,0,17175,7.0,56,200
189,NA1_4504622387,100,15,3,6,0,0,0,16529,7.0,47,231,17,1,6,0,1,0,16906,7.2,60,189
190,NA1_4504586563,200,14,1,10,0,2,0,18217,7.0,48,219,14,1,6,2,2,0,17443,7.0,56,222
191,NA1_4504562080,100,13,2,5,1,1,0,16987,7.2,62,253,13,1,1,0,1,0,14857,7.0,61,224
192,NA1_4504538305,100,14,4,9,1,3,0,17777,7.0,56,194,21,1,5,0,2,0,14967,6.6,36,198
193,NA1_4504510090,200,11,1,4,0,1,0,17059,7.4,76,232,10,2,8,2,2,0,17833,7.2,60,240
194,NA1_4504108972,200,12,13,7,0,3,0,17225,7.2,63,236,38,1,5,1,2,0,16070,7.0,66,204
195,NA1_4503976742,200,25,4,3,0,1,0,15920,6.8,56,229,15,2,9,1,2,0,19180,7.4,59,217
196,NA1_4503932113,200,15,2,2,0,1,0,14656,6.8,68,206,15,2,8,2,7,0,18793,7.0,68,234
197,NA1_4499304402,200,17,3,1,0,2,0,14837,6.8,56,221,61,2,7,2,0,0,18062,7.4,76,210
198,NA1_4491789896,200,30,1,7,0,3,0,17600,6.4,59,183,11,3,14,0,1,0,19422,7.0,36,184
199,NA1_4491764755,200,12,4,5,0,0,0,15999,6.8,60,206,16,3,11,0,2,0,19355,7.2,44,225
200,NA1_4491738108,100,17,1,7,1,3,0,17538,6.8,56,196,13,3,9,0,4,0,17858,7.0,54,183
201,NA1_4491701599,200,14,1,4,1,1,0,15634,6.8,80,200,12,2,6,0,3,0,17260,7.0,39,224
202,NA1_4491670636,100,14,4,5,1,4,0,15914,6.6,54,193,83,2,8,1,4,0,17425,6.8,52,202
203,NA1_4491643629,100,12,4,7,0,1,0,18633,7.0,60,234,18,1,8,2,3,0,17977,7.2,48,236
204,NA1_4491616520,100,25,2,5,0,1,0,16301,6.8,56,192,13,3,7,0,2,0,16923,6.8,48,202
205,NA1_4491528194,200,16,4,4,1,2,0,15616,6.4,54,189,18,1,10,1,2,0,18125,7.2,55,187
206,NA1_4491503568,100,13,1,9,1,2,0,17604,6.8,51,202,15,3,8,1,2,0,17798,6.6,50,202
207,NA1_4492471846,100,13,2,6,1,3,0,16645,6.8,76,208,11,0,7,1,1,0,16596,7.2,44,214
208,NA1_4492443058,100,15,3,5,1,2,0,16617,7.0,47,249,13,1,6,0,0,0,16828,6.8,60,192
209,NA1_4490248883,200,13,6,6,0,2,0,15983,6.8,48,178,16,1,7,1,4,0,17199,6.8,76,208
210,NA1_4490201294,200,13,3,12,0,4,0,20102,7.2,58,217,16,2,9,1,2,0,17151,6.8,42,180
211,NA1_4486944980,100,19,0,16,0,3,0,20253,7.0,40,200,15,2,10,0,0,0,18539,6.2,55,147
212,NA1_4480180250,200,19,1,9,0,1,0,18422,7.0,63,229,16,4,7,0,1,0,17962,7.2,56,212
213,NA1_4480124218,100,11,3,6,0,0,0,16822,7.0,60,236,18,3,6,0,3,0,17412,6.6,40,270
214,NA1_4476698151,200,16,4,3,0,2,0,15854,7.4,56,229,13,1,4,1,3,0,17139,7.0,48,255
215,NA1_4470476099,100,33,3,10,1,2,0,18801,7.2,52,222,39,0,5,0,0,0,15523,6.6,60,171
216,NA1_4481086344,200,13,2,5,0,3,0,16733,7.2,53,233,12,1,5,1,0,0,15642,6.8,68,195
217,NA1_4481069525,200,16,1,8,0,0,0,17970,7.0,64,217,11,1,5,0,0,0,16030,6.8,60,243
218,NA1_4478815528,100,24,3,9,2,8,2,20912,7.0,63,261,10,2,3,0,2,0,14644,6.6,60,201
219,NA1_4477816727,200,10,1,6,0,0,0,15988,6.4,46,179,12,4,10,1,7,1,21321,7.0,68,237
